CNAE2009,TÍTULO_CNAE2009,CNAE2025,TÍTULO_CNAE2025,NIVEL
46.17,"Intermediarios del comercio de productos alimenticios, bebidas y tabaco",46.17,"Actividades de intermediarios del comercio al por mayor de productos alimenticios, bebidas y tabaco",4
82.99,Otras actividades de apoyo a las empresas n.c.o.p.,46.17,"Actividades de intermediarios del comercio al por mayor de productos alimenticios, bebidas y tabaco",4
45.11,Venta de automóviles y vehículos de motor ligeros,46.18,Actividades de intermediarios del comercio al por mayor de otros productos específicos,4
45.19,Venta de otros vehículos de motor,46.18,Actividades de intermediarios del comercio al por mayor de otros productos específicos,4
45.31,Comercio al por mayor de repuestos y accesorios de vehículos de motor,46.18,Actividades de intermediarios del comercio al por mayor de otros productos específicos,4
45.40,"Venta, mantenimiento y reparación de motocicletas y de sus repuestos y accesorios",46.18,Actividades de intermediarios del comercio al por mayor de otros productos específicos,4
46.18,Intermediarios del comercio especializados en la venta de otros productos específicos,46.18,Actividades de intermediarios del comercio al por mayor de otros productos específicos,4
82.99,Otras actividades de apoyo a las empresas n.c.o.p.,46.18,Actividades de intermediarios del comercio al por mayor de otros productos específicos,4
46.19,Intermediarios del comercio de productos diversos,46.19,Actividades de los agentes del comercio al por mayor no especializado,4
82.99,Otras actividades de apoyo a las empresas n.c.o.p.,46.19,Actividades de los agentes del comercio al por mayor no especializado,4
46.2,Comercio al por mayor de materias primas agrarias y de animales vivos,46.2,Comercio al por mayor de materias primas agrarias y de animales vivos,3
46.21,"Comercio al por mayor de cereales, tabaco en rama, simientes y alimentos para animales",46.21,"Comercio al por mayor de cereales, tabaco en rama, simientes y alimentos para animales",4
46.22,Comercio al por mayor de flores y plantas,46.22,Comercio al por mayor de flores y plantas,4
46.23,Comercio al por mayor de animales vivos,46.23,Comercio al por mayor de animales vivos,4
46.24,Comercio al por mayor de cueros y pieles,46.24,Comercio al por mayor de cueros y pieles,4
46.3,"Comercio al por mayor de productos alimenticios, bebidas y tabaco",46.3,"Comercio al por mayor de productos alimenticios, bebidas y tabaco",3
46.31,Comercio al por mayor de frutas y hortalizas,46.31,Comercio al por mayor de frutas y hortalizas,4
46.32,Comercio al por mayor de carne y productos cárnicos,46.32,"Comercio al por mayor de carne, productos cárnicos; pescado y productos del pescado",4
46.38,Comercio al por mayor de pescados y mariscos y otros productos alimenticios,46.32,"Comercio al por mayor de carne, productos cárnicos; pescado y productos del pescado",4
46.33,"Comercio al por mayor de productos lácteos, huevos, aceites y grasas comestibles",46.33,"Comercio al por mayor de productos lácteos, huevos, aceites y grasas comestibles",4
46.34,Comercio al por mayor de bebidas,46.34,Comercio al por mayor de bebidas,4
46.35,Comercio al por mayor de productos del tabaco,46.35,Comercio al por mayor de productos del tabaco,4
46.36,"Comercio al por mayor de azúcar, chocolate y confitería",46.36,"Comercio al por mayor de azúcar, chocolate y confitería",4
46.37,"Comercio al por mayor de café, té, cacao y especias",46.37,"Comercio al por mayor de café, té, cacao y especias",4
46.38,Comercio al por mayor de pescados y mariscos y otros productos alimenticios,46.38,Comercio al por mayor de otros alimentos,4
46.39,"Comercio al por mayor, no especializado, de productos alimenticios, bebidas y tabaco",46.39,"Comercio al por mayor, no especializado, de productos alimenticios, bebidas y tabaco",4
46.4,Comercio al por mayor de artículos de uso doméstico,46.4,Comercio al por mayor de artículos de uso doméstico,3
46.6,"Comercio al por mayor de otra maquinaria, equipos y suministros",46.4,Comercio al por mayor de artículos de uso doméstico,3
46.41,Comercio al por mayor de textiles,46.41,Comercio al por mayor de textiles,4
46.42,Comercio al por mayor de prendas de vestir y calzado,46.42,Comercio al por mayor de prendas de vestir y calzado,4
46.43,Comercio al por mayor de aparatos electrodomésticos,46.43,Comercio al por mayor de aparatos electrodomésticos,4
46.44,"Comercio al por mayor de porcelana, cristalería y artículos de limpieza",46.44,"Comercio al por mayor de porcelana, cristalería y artículos de limpieza",4
46.45,Comercio al por mayor de productos perfumería y cosmética,46.45,Comercio al por mayor de productos de perfumería y cosmética,4
46.46,Comercio al por mayor de productos farmacéuticos,46.46,Comercio al por mayor de productos farmacéuticos y médicos,4
46.47,"Comercio al por mayor de muebles, alfombras y aparatos de iluminación",46.47,"Comercio al por mayor de muebles para el hogar, oficinas y establecimientos comerciales, alfombras y aparatos de iluminación",4
46.65,Comercio al por mayor de muebles de oficina,46.47,"Comercio al por mayor de muebles para el hogar, oficinas y establecimientos comerciales, alfombras y aparatos de iluminación",4
46.48,Comercio al por mayor de artículos de relojería y joyería,46.48,Comercio al por mayor de artículos de relojería y joyería,4
46.43,Comercio al por mayor de aparatos electrodomésticos,46.49,Comercio al por mayor de otros artículos de uso doméstico,4
46.49,Comercio al por mayor de otros artículos de uso doméstico,46.49,Comercio al por mayor de otros artículos de uso doméstico,4
46.5,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,46.5,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,3
46.6,"Comercio al por mayor de otra maquinaria, equipos y suministros",46.5,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,3
46.51,"Comercio al por mayor de ordenadores, equipos periféricos y programas informáticos",46.50,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,4
46.52,Comercio al por mayor de equipos electrónicos y de telecomunicaciones y sus componentes,46.50,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,4
46.66,Comercio al por mayor de otra maquinaria y equipo de oficina,46.50,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,4
46.4,Comercio al por mayor de artículos de uso doméstico,46.6,"Comercio al por mayor de otra maquinaria, equipos y suministros",3
46.6,"Comercio al por mayor de otra maquinaria, equipos y suministros",46.6,"Comercio al por mayor de otra maquinaria, equipos y suministros",3
46.61,"Comercio al por mayor de maquinaria, equipos y suministros agrícolas",46.61,"Comercio al por mayor de maquinaria, equipos y suministros agrícolas",4
46.62,Comercio al por mayor de máquinas herramienta,46.62,Comercio al por mayor de máquinas herramienta,4
46.63,"Comercio al por mayor de maquinaria para la minería, la construcción y la ingeniería civil",46.63,"Comercio al por mayor de maquinaria para la minería, la construcción y la ingeniería civil",4
46.43,Comercio al por mayor de aparatos electrodomésticos,46.64,Comercio al por mayor de otra maquinaria y equipo,4
46.64,Comercio al por mayor de maquinaria para la industria textil y de máquinas de coser y tricotar,46.64,Comercio al por mayor de otra maquinaria y equipo,4
46.69,Comercio al por mayor de otra maquinaria y equipo,46.64,Comercio al por mayor de otra maquinaria y equipo,4
45.1,Venta de vehículos de motor,46.7,"Comercio al por mayor de vehículos de motor, motocicletas y sus repuestos y accesorios",3
45.3,Comercio de repuestos y accesorios de vehículos de motor,46.7,"Comercio al por mayor de vehículos de motor, motocicletas y sus repuestos y accesorios",3
45.4,"Venta, mantenimiento y reparación de motocicletas y de sus repuestos y accesorios",46.7,"Comercio al por mayor de vehículos de motor, motocicletas y sus repuestos y accesorios",3
45.11,Venta de automóviles y vehículos de motor ligeros,46.71,Comercio al por mayor de vehículos de motor,4
45.19,Venta de otros vehículos de motor,46.71,Comercio al por mayor de vehículos de motor,4
45.31,Comercio al por mayor de repuestos y accesorios de vehículos de motor,46.72,Comercio al por mayor de repuestos y accesorios de vehículos de motor,4
45.40,"Venta, mantenimiento y reparación de motocicletas y de sus repuestos y accesorios",46.73,"Comercio al por mayor de motocicletas, y repuestos y accesorios de motocicletas",4
45.3,Comercio de repuestos y accesorios de vehículos de motor,46.8,Otro comercio al por mayor especializado,3
45.4,"Venta, mantenimiento y reparación de motocicletas y de sus repuestos y accesorios",46.8,Otro comercio al por mayor especializado,3
46.2,Comercio al por mayor de materias primas agrarias y de animales vivos,46.8,Otro comercio al por mayor especializado,3
46.3,"Comercio al por mayor de productos alimenticios, bebidas y tabaco",46.8,Otro comercio al por mayor especializado,3
46.4,Comercio al por mayor de artículos de uso doméstico,46.8,Otro comercio al por mayor especializado,3
46.5,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,46.8,Otro comercio al por mayor especializado,3
46.6,"Comercio al por mayor de otra maquinaria, equipos y suministros",46.8,Otro comercio al por mayor especializado,3
46.7,Otro comercio al por mayor especializado,46.8,Otro comercio al por mayor especializado,3
46.9,Comercio al por mayor no especializado,46.8,Otro comercio al por mayor especializado,3
46.71,"Comercio al por mayor de combustibles sólidos, líquidos y gaseosos, y productos similares",46.81,"Comercio al por mayor de combustibles sólidos, líquidos y gaseosos, y productos similares",4
46.72,Comercio al por mayor de metales y minerales metálicos,46.82,Comercio al por mayor de metales y minerales metálicos,4
46.73,"Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios",46.83,"Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios",4
46.74,"Comercio al por mayor de ferretería, fontanería y calefacción",46.84,"Comercio al por mayor de equipos y suministros de ferretería, fontanería y calefacción",4
46.75,Comercio al por mayor de productos químicos,46.85,Comercio al por mayor de productos químicos,4
46.76,Comercio al por mayor de otros productos semielaborados,46.86,Comercio al por mayor de otros productos semielaborados,4
46.77,Comercio al por mayor de chatarra y productos de desecho,46.87,Comercio al por mayor de chatarra y productos de desecho,4
45.31,Comercio al por mayor de repuestos y accesorios de vehículos de motor,46.89,Otro comercio al por mayor especializado n.c.o.p.,4
45.40,"Venta, mantenimiento y reparación de motocicletas y de sus repuestos y accesorios",46.89,Otro comercio al por mayor especializado n.c.o.p.,4
46.21,"Comercio al por mayor de cereales, tabaco en rama, simientes y alimentos para animales",46.89,Otro comercio al por mayor especializado n.c.o.p.,4
46.22,Comercio al por mayor de flores y plantas,46.89,Otro comercio al por mayor especializado n.c.o.p.,4
46.23,Comercio al por mayor de animales vivos,46.89,Otro comercio al por mayor especializado n.c.o.p.,4
46.24,Comercio al por mayor de cueros y pieles,46.89,Otro comercio al por mayor especializado n.c.o.p.,4
46.31,Comercio al por mayor de frutas y hortalizas,46.89,Otro comercio al por mayor especializado n.c.o.p.,4
46.32,Comercio al por mayor de carne y productos cárnicos,46.89,Otro comercio al por mayor especializado n.c.o.p.,4
46.33,"Comercio al por mayor de productos lácteos, huevos, aceites y grasas comestibles",46.89,Otro comercio al por mayor especializado n.c.o.p.,4
